Initial Optimized Composition,Rounded Optimized Composition,Rounded Optimized Tc,Initial Optimized Tc,Rounded Optimized Ef,Initial Optimized Ef,structure_atom_count
H_{25.95577} Be_{11.04753} B_{15.01480} C_{55.96452} Mo_{8.983384} La_{37.03397} ,H_{26.0} Be_{11.0} B_{15.0} C_{56.0} Mo_{9.0} La_{37.0} ,34.762184,34.815147,-1.0849396,-1.0858393,154.0
H_{13.16341} Li_{12.83274} C_{54.18736} Ne_{15.84901} La_{22.91809} At_{14.04937} ,H_{13.0} Li_{13.0} C_{54.0} Ne_{16.0} La_{23.0} At_{14.0} ,34.75433,34.786983,-1.3332752,-1.3353621,133.0
B_{26.93743} O_{30.97908} Rb_{16.98428} Xe_{17.04594} La_{38.00183} Lu_{12.00771} Re_{4.015742} Pt_{33.02798} ,B_{27.0} O_{31.0} Rb_{17.0} Xe_{17.0} La_{38.0} Lu_{12.0} Re_{4.0} Pt_{33.0} ,34.731052,34.765312,-1.4015048,-1.4000684,179.0
B_{24.99608} O_{24.99133} Rb_{16.02441} Zr_{15.00798} Ag_{23.92710} Sn_{45.00755} La_{33.04553} ,B_{25.0} O_{25.0} Rb_{16.0} Zr_{15.0} Ag_{24.0} Sn_{45.0} La_{33.0} ,34.693615,34.743965,-1.5551233,-1.5564696,183.0
N_{36.07298} P_{44.04683} Xe_{41.91125} La_{44.95613} Pr_{5.00858} Pt_{9.004215} ,N_{36.0} P_{44.0} Xe_{42.0} La_{45.0} Pr_{5.0} Pt_{9.0} ,34.742626,34.741985,-2.513027,-2.5158777,181.0
B_{23.93502} C_{34.10389} O_{20.83916} Cr_{16.00744} La_{28.01216} Nd_{19.00288} Lu_{13.04510} Pt_{32.05432} ,B_{24.0} C_{34.0} O_{21.0} Cr_{16.0} La_{28.0} Nd_{19.0} Lu_{13.0} Pt_{32.0} ,34.71417,34.73576,-1.2602454,-1.2552328,187.0
C_{23.96810} O_{14.91878} Na_{21.02993} Ti_{13.09290} Nb_{23.03568} In_{26.00825} La_{16.99649} Sm_{43.94985} ,C_{24.0} O_{15.0} Na_{21.0} Ti_{13.0} Nb_{23.0} In_{26.0} La_{17.0} Sm_{44.0} ,34.589172,34.732643,-1.6278079,-1.6242533,183.0
B_{39.04921} C_{17.00777} Si_{16.01415} Mo_{16.05167} Ba_{1.961236} La_{44.98352} Pt_{24.91566} Rn_{38.01677} ,B_{39.0} C_{17.0} Si_{16.0} Mo_{16.0} Ba_{2.0} La_{45.0} Pt_{25.0} Rn_{38.0} ,34.64954,34.71571,-1.4030514,-1.4040943,198.0
B_{21.00125} C_{21.02919} Tc_{23.95495} Cs_{30.90081} Pm_{25.9917} Eu_{13.12391} Er_{20.94185} Pt_{17.05630} ,B_{21.0} C_{21.0} Tc_{24.0} Cs_{31.0} Pm_{26.0} Eu_{13.0} Er_{21.0} Pt_{17.0} ,34.657192,34.709713,-1.2458289,-1.2447582,174.0
C_{57.04527} Sc_{10.93814} Co_{38.02393} La_{36.96525} Tm_{20.02738} ,C_{57.0} Sc_{11.0} Co_{38.0} La_{37.0} Tm_{20.0} ,34.730953,34.697582,-1.3392072,-1.3394412,163.0
H_{11.01790} B_{18.96930} Cr_{23.95503} Cs_{9.035329} La_{21.04391} Pr_{7.978516} ,H_{11.0} B_{19.0} Cr_{24.0} Cs_{9.0} La_{21.0} Pr_{8.0} ,34.64872,34.68881,-0.5616797,-0.56219655,92.0
B_{28.95934} C_{15.99081} Cl_{23.10753} Rb_{19.93643} Sr_{21.99140} La_{25.00615} Ce_{13.01707} Pt_{44.99125} ,B_{29.0} C_{16.0} Cl_{23.0} Rb_{20.0} Sr_{22.0} La_{25.0} Ce_{13.0} Pt_{45.0} ,34.65758,34.684498,-0.39494437,-0.39322278,193.0
N_{32.9989} Ni_{10.24622} Y_{24.89955} Ba_{31.67255} La_{14.9908} Tb_{12.10413} Pt_{58.08783} ,N_{33.0} Ni_{10.0} Y_{25.0} Ba_{32.0} La_{15.0} Tb_{12.0} Pt_{58.0} ,34.464912,34.65919,-1.504567,-1.5020568,185.0
N_{21.05545} Cr_{21.92020} Ru_{9.019574} Cs_{38.94717} Gd_{17.94866} Er_{38.08543} Pt_{30.02350} ,N_{21.0} Cr_{22.0} Ru_{9.0} Cs_{39.0} Gd_{18.0} Er_{38.0} Pt_{30.0} ,34.520092,34.6489,-1.2731012,-1.2762067,177.0
C_{49.00712} N_{23.99371} Sr_{38.02186} Zr_{10.94104} Mo_{9.029844} La_{6.986058} Pt_{20.02036} ,C_{49.0} N_{24.0} Sr_{38.0} Zr_{11.0} Mo_{9.0} La_{7.0} Pt_{20.0} ,34.596157,34.64216,-0.97209424,-0.9725143,158.0
B_{45.01597} F_{20.96240} Sr_{45.05132} Zr_{20.95028} Yb_{23.94499} W_{37.07502} ,B_{45.0} F_{21.0} Sr_{45.0} Zr_{21.0} Yb_{24.0} W_{37.0} ,34.541653,34.622337,-0.24000864,-0.24031705,193.0
B_{8.989102} C_{9.996205} Ca_{4.994317} La_{7.989632} Pr_{4.018983} Eu_{1.01176} ,B_{9.0} C_{10.0} Ca_{5.0} La_{8.0} Pr_{4.0} Eu_{1.0} ,34.462128,34.571236,-1.2362251,-1.2372774,37.0
B_{23.05270} O_{17.04550} Ne_{33.00703} Ba_{19.83992} La_{12.08543} Pt_{21.96941} ,B_{23.0} O_{17.0} Ne_{33.0} Ba_{20.0} La_{12.0} Pt_{22.0} ,34.487553,34.549374,-1.3744928,-1.3764518,127.0
C_{44.01398} Co_{23.98528} Kr_{14.99108} Mo_{3.971446} Cs_{11.04049} La_{40.04736} Pm_{7.904342} Pt_{31.04601} ,C_{44.0} Co_{24.0} Kr_{15.0} Mo_{4.0} Cs_{11.0} La_{40.0} Pm_{8.0} Pt_{31.0} ,34.484177,34.547844,-1.1332498,-1.1336197,177.0
B_{38.01265} O_{26.98707} Mg_{15.93440} Ar_{27.02322} Ca_{20.94916} La_{15.06117} Pt_{27.03229} ,B_{38.0} O_{27.0} Mg_{16.0} Ar_{27.0} Ca_{21.0} La_{15.0} Pt_{27.0} ,34.467552,34.54289,-1.4551567,-1.4571834,171.0
H_{12.02261} B_{28.01456} C_{18.98060} Co_{24.96654} La_{30.95593} Eu_{5.046656} Yb_{6.013088} ,H_{12.0} B_{28.0} C_{19.0} Co_{25.0} La_{31.0} Eu_{5.0} Yb_{6.0} ,34.514084,34.535007,-0.9566752,-0.95636815,126.0
C_{18.98037} Al_{30.95223} Y_{21.04836} La_{30.95343} Lu_{4.963453} Re_{14.04254} Pt_{7.09154} At_{12.96805} ,C_{19.0} Al_{31.0} Y_{21.0} La_{31.0} Lu_{5.0} Re_{14.0} Pt_{7.0} At_{13.0} ,34.33683,34.490173,-1.342676,-1.3399081,141.0
B_{25.95016} N_{25.98008} Na_{15.01684} Rb_{12.97462} La_{39.01486} Pr_{13.04536} Pt_{39.05589} Po_{12.96217} ,B_{26.0} N_{26.0} Na_{15.0} Rb_{13.0} La_{39.0} Pr_{13.0} Pt_{39.0} Po_{13.0} ,34.41694,34.48114,-1.4705678,-1.4706627,184.0
B_{56.12595} Br_{28.91293} Sr_{7.921336} La_{39.00559} Gd_{13.96174} W_{41.07244} ,B_{56.0} Br_{29.0} Sr_{8.0} La_{39.0} Gd_{14.0} W_{41.0} ,34.493122,34.47705,-0.96325463,-0.9631447,187.0
Li_{21.26519} B_{49.02793} C_{6.20051} Te_{35.17634} Cs_{6.289588} La_{34.04965} Pt_{41.99076} ,Li_{21.0} B_{49.0} C_{6.0} Te_{35.0} Cs_{6.0} La_{34.0} Pt_{42.0} ,34.157955,34.457466,-0.30869478,-0.30822498,194.0
H_{20.03728} B_{46.02053} Sr_{2.980616} Mo_{16.96241} La_{37.08865} Lu_{19.96221} Bi_{19.94829} ,H_{20.0} B_{46.0} Sr_{3.0} Mo_{17.0} La_{37.0} Lu_{20.0} Bi_{20.0} ,34.34293,34.44879,-0.7043622,-0.70522046,163.0
N_{23.01881} Co_{19.96887} Rb_{6.946944} La_{23.98224} Pt_{4.083122} ,N_{23.0} Co_{20.0} Rb_{7.0} La_{24.0} Pt_{4.0} ,34.40782,34.430706,-2.1018257,-2.1028562,78.0
B_{34.97965} C_{9.086756} Sr_{16.81960} Ce_{5.038918} Eu_{3.935722} Pt_{41.12275} Pb_{42.01659} ,B_{35.0} C_{9.0} Sr_{17.0} Ce_{5.0} Eu_{4.0} Pt_{41.0} Pb_{42.0} ,34.04221,34.399624,-0.68193203,-0.681875,153.0
C_{25.95523} O_{31.92421} Cr_{47.10338} La_{44.01116} Er_{26.99870} Ta_{17.00730} ,C_{26.0} O_{32.0} Cr_{47.0} La_{44.0} Er_{27.0} Ta_{17.0} ,34.31892,34.397675,-1.3830644,-1.3797942,193.0
H_{6.082924} C_{56.86535} Co_{26.03962} Ba_{3.930994} La_{40.11208} Pt_{22.96901} ,H_{6.0} C_{57.0} Co_{26.0} Ba_{4.0} La_{40.0} Pt_{23.0} ,34.307064,34.37976,-1.0300763,-1.0317566,156.0
B_{81.01778} Mg_{26.99818} Ho_{12.00758} W_{22.97645} ,B_{81.0} Mg_{27.0} Ho_{12.0} W_{23.0} ,34.356396,34.36285,-0.19530188,-0.19548456,143.0
C_{61.04627} Mg_{5.094562} Ca_{21.71068} La_{13.07331} Tm_{24.94856} Pt_{14.12660} ,C_{61.0} Mg_{5.0} Ca_{22.0} La_{13.0} Tm_{25.0} Pt_{14.0} ,34.344185,34.347153,-1.3901038,-1.3882872,140.0
B_{31.96855} C_{38.88995} O_{13.99633} Al_{27.95562} Sr_{17.01623} Ru_{4.056193} Ba_{7.087498} La_{28.02959} ,B_{32.0} C_{39.0} O_{14.0} Al_{28.0} Sr_{17.0} Ru_{4.0} Ba_{7.0} La_{28.0} ,34.148956,34.330364,-1.6207892,-1.623023,169.0
B_{46.03643} F_{30.01377} Sc_{16.98485} Rb_{23.97327} La_{44.05757} Pr_{5.928296} Pt_{32.00579} ,B_{46.0} F_{30.0} Sc_{17.0} Rb_{24.0} La_{44.0} Pr_{6.0} Pt_{32.0} ,34.272293,34.31415,-0.24184881,-0.24351023,199.0
B_{32.00246} C_{8.003938} Ge_{26.94529} Sr_{22.01620} Ce_{14.03494} Tm_{17.01547} W_{8.970387} Pt_{26.01129} ,B_{32.0} C_{8.0} Ge_{27.0} Sr_{22.0} Ce_{14.0} Tm_{17.0} W_{9.0} Pt_{26.0} ,34.260654,34.312004,-0.9285023,-0.9289865,155.0
N_{29.87563} Ca_{33.12422} Kr_{81.97466} Ru_{4.899456} La_{7.099772} Pt_{38.02625} ,N_{30.0} Ca_{33.0} Kr_{82.0} Ru_{5.0} La_{7.0} Pt_{38.0} ,34.154194,34.304863,-1.4017292,-1.3950418,195.0
B_{34.94692} K_{23.9656} Sc_{24.02089} Ge_{15.03331} Xe_{10.97616} La_{25.04411} Dy_{15.05542} Pt_{29.95758} ,B_{35.0} K_{24.0} Sc_{24.0} Ge_{15.0} Xe_{11.0} La_{25.0} Dy_{15.0} Pt_{30.0} ,34.21803,34.274197,-0.55897045,-0.5573831,179.0
B_{28.98972} Si_{13.97879} Sr_{43.95839} La_{5.005261} Tb_{10.04666} Re_{29.02917} Pt_{42.99198} ,B_{29.0} Si_{14.0} Sr_{44.0} La_{5.0} Tb_{10.0} Re_{29.0} Pt_{43.0} ,34.20379,34.23644,-0.6543802,-0.6546507,174.0
H_{29.80711} Li_{9.185528} O_{23.10602} Fe_{36.98332} Ga_{7.82323} La_{25.19321} Hg_{8.90159} ,H_{30.0} Li_{9.0} O_{23.0} Fe_{37.0} Ga_{8.0} La_{25.0} Hg_{9.0} ,33.909607,34.233784,-1.3665835,-1.3693458,141.0
He_{5.959259} Ne_{38.99807} Mg_{40.98120} S_{14.97535} La_{21.99210} Os_{30.99047} Pt_{11.04663} Hg_{21.05688} ,He_{6.0} Ne_{39.0} Mg_{41.0} S_{15.0} La_{22.0} Os_{31.0} Pt_{11.0} Hg_{21.0} ,34.21623,34.2108,-0.2316224,-0.23091263,186.0
B_{27.02686} C_{20.97104} Mg_{17.94808} Ca_{8.04338} Rb_{22.98860} Zr_{14.01579} La_{23.99593} Pt_{50.01030} ,B_{27.0} C_{21.0} Mg_{18.0} Ca_{8.0} Rb_{23.0} Zr_{14.0} La_{24.0} Pt_{50.0} ,34.13259,34.16533,-0.48337775,-0.48294255,185.0
B_{29.03698} C_{10.96437} O_{10.97600} Rb_{11.00012} Xe_{20.99378} La_{27.06911} W_{6.013804} Pt_{16.94581} ,B_{29.0} C_{11.0} O_{11.0} Rb_{11.0} Xe_{21.0} La_{27.0} W_{6.0} Pt_{17.0} ,34.106476,34.141468,-1.5885077,-1.5884726,133.0
B_{13.98210} C_{29.07420} N_{28.97760} Tc_{16.94958} Ce_{35.05422} Sm_{18.05025} Dy_{22.02456} Pt_{22.88745} ,B_{14.0} C_{29.0} N_{29.0} Tc_{17.0} Ce_{35.0} Sm_{18.0} Dy_{22.0} Pt_{23.0} ,33.98944,34.137306,-1.859244,-1.8603985,187.0
Na_{22.06861} As_{57.94161} La_{49.79025} Pr_{21.94115} Pt_{19.07656} Au_{18.18179} ,Na_{22.0} As_{58.0} La_{50.0} Pr_{22.0} Pt_{19.0} Au_{18.0} ,33.942047,34.098732,-0.8427877,-0.8383219,189.0
C_{16.95119} Co_{11.05922} Cu_{35.05671} As_{8.946464} Kr_{22.97684} Sn_{7.917086} La_{24.9279} Pt_{47.16457} ,C_{17.0} Co_{11.0} Cu_{35.0} As_{9.0} Kr_{23.0} Sn_{8.0} La_{25.0} Pt_{47.0} ,34.026283,34.08025,-0.5880638,-0.58401686,175.0
B_{35.01005} Mg_{26.01012} Co_{14.00133} Nb_{29.03888} La_{10.02073} Re_{19.98278} Pt_{28.93608} ,B_{35.0} Mg_{26.0} Co_{14.0} Nb_{29.0} La_{10.0} Re_{20.0} Pt_{29.0} ,34.038372,34.07629,0.05633019,0.055545323,163.0
Li_{9.939995} B_{51.10978} Y_{22.90655} Zr_{21.97411} Xe_{16.97095} La_{39.03608} Os_{32.06251} ,Li_{10.0} B_{51.0} Y_{23.0} Zr_{22.0} Xe_{17.0} La_{39.0} Os_{32.0} ,34.035473,34.07088,-0.37445807,-0.37892392,194.0
Li_{9.08149} B_{31.06292} C_{57.02756} Ca_{13.94651} Rb_{9.997378} La_{39.02242} Pr_{11.92071} W_{1.940994} ,Li_{9.0} B_{31.0} C_{57.0} Ca_{14.0} Rb_{10.0} La_{39.0} Pr_{12.0} W_{2.0} ,33.904022,34.069557,-1.3758162,-1.3756315,174.0
Be_{7.021938} B_{16.97189} C_{16.95550} V_{17.07478} Xe_{25.00807} La_{38.96203} Pt_{39.00578} ,Be_{7.0} B_{17.0} C_{17.0} V_{17.0} Xe_{25.0} La_{39.0} Pt_{39.0} ,33.972862,34.05872,-0.6106028,-0.6087617,161.0
C_{45.73833} Rb_{23.15205} Nb_{47.02365} La_{58.88520} Yb_{23.20074} ,C_{46.0} Rb_{23.0} Nb_{47.0} La_{59.0} Yb_{23.0} ,34.0227,34.049664,-1.2598932,-1.2548589,198.0
B_{30.99318} C_{17.96800} Mg_{15.92030} Sr_{25.98365} Ba_{23.9981} La_{18.01383} Tm_{11.14794} Pt_{40.97496} ,B_{31.0} C_{18.0} Mg_{16.0} Sr_{26.0} Ba_{24.0} La_{18.0} Tm_{11.0} Pt_{41.0} ,33.842983,34.006752,-0.78942513,-0.7900947,185.0
B_{35.98978} Co_{22.94928} Ga_{13.87478} As_{15.14305} La_{32.04069} Pt_{15.00240} ,B_{36.0} Co_{23.0} Ga_{14.0} As_{15.0} La_{32.0} Pt_{15.0} ,33.769943,33.988396,-0.8484549,-0.8476052,135.0
Li_{18.14551} B_{52.99743} Ca_{20.80239} Te_{39.29878} La_{24.78644} Pt_{40.96942} ,Li_{18.0} B_{53.0} Ca_{21.0} Te_{39.0} La_{25.0} Pt_{41.0} ,33.937702,33.91938,0.12539391,0.12931047,197.0
B_{31.88634} C_{7.775722} Kr_{16.13201} Rb_{16.05359} Tc_{35.15258} La_{43.17320} Pt_{10.82653} ,B_{32.0} C_{8.0} Kr_{16.0} Rb_{16.0} Tc_{35.0} La_{43.0} Pt_{11.0} ,33.598934,33.90793,-1.2519454,-1.2418131,161.0
B_{33.09672} Ge_{57.9491} Sr_{41.2437} La_{7.935754} Ho_{7.871318} Pt_{49.9034} ,B_{33.0} Ge_{58.0} Sr_{41.0} La_{8.0} Ho_{8.0} Pt_{50.0} ,33.797173,33.86899,-0.84082377,-0.83650106,198.0
Li_{29.15349} Co_{26.10079} Rb_{22.24870} Tc_{26.90186} Sm_{48.00802} Po_{14.83524} At_{28.75188} ,Li_{29.0} Co_{26.0} Rb_{22.0} Tc_{27.0} Sm_{48.0} Po_{15.0} At_{29.0} ,34.050663,33.868916,1.0217482,1.0221119,196.0
C_{14.04351} P_{12.87245} As_{33.03031} Y_{30.99527} Tc_{14.98657} La_{31.04767} Pm_{3.067192} Pt_{27.95699} ,C_{14.0} P_{13.0} As_{33.0} Y_{31.0} Tc_{15.0} La_{31.0} Pm_{3.0} Pt_{28.0} ,33.785324,33.85658,-0.7238319,-0.7237744,168.0
B_{18.97870} Zn_{3.001485} As_{28.04051} Sr_{26.01584} Sb_{18.95767} Eu_{8.979554} Po_{12.02621} ,B_{19.0} Zn_{3.0} As_{28.0} Sr_{26.0} Sb_{19.0} Eu_{9.0} Po_{12.0} ,33.83777,33.842606,-0.6563215,-0.6562734,116.0
B_{62.00721} C_{20.04842} Al_{26.04527} La_{40.99888} Pr_{14.20545} Pt_{16.69475} ,B_{62.0} C_{20.0} Al_{26.0} La_{41.0} Pr_{14.0} Pt_{17.0} ,33.882122,33.83275,-1.161874,-1.1689937,180.0
B_{65.95460} C_{19.99846} Rb_{25.08026} La_{33.01867} Pm_{8.063586} Yb_{21.92052} Pt_{20.96389} ,B_{66.0} C_{20.0} Rb_{25.0} La_{33.0} Pm_{8.0} Yb_{22.0} Pt_{21.0} ,33.737534,33.828743,-0.9989155,-0.99952537,195.0
B_{27.15478} Sr_{10.11811} La_{41.10145} Pm_{20.93150} Tm_{17.85411} Ta_{12.90070} Pt_{36.98805} Rn_{24.95126} ,B_{27.0} Sr_{10.0} La_{41.0} Pm_{21.0} Tm_{18.0} Ta_{13.0} Pt_{37.0} Rn_{25.0} ,33.833263,33.81584,0.5189863,0.5196232,192.0
Si_{18.98575} Cl_{24.00261} Ag_{13.08197} La_{12.98920} Pr_{25.00308} Tb_{14.97731} W_{14.00784} Pt_{17.95222} ,Si_{19.0} Cl_{24.0} Ag_{13.0} La_{13.0} Pr_{25.0} Tb_{15.0} W_{14.0} Pt_{18.0} ,33.812336,33.806427,-0.58434564,-0.58341604,141.0
C_{75.23315} Mn_{20.98524} Rb_{16.94610} La_{35.84725} Yb_{24.14664} Pt_{20.84161} ,C_{75.0} Mn_{21.0} Rb_{17.0} La_{36.0} Yb_{24.0} Pt_{21.0} ,33.99534,33.793465,-1.1929749,-1.1940178,194.0
B_{33.98637} C_{19.97822} Si_{9.000678} Ar_{20.97800} Sr_{20.02651} La_{4.067546} Pt_{10.96267} ,B_{34.0} C_{20.0} Si_{9.0} Ar_{21.0} Sr_{20.0} La_{4.0} Pt_{11.0} ,33.688854,33.790493,-1.0128454,-1.0150417,119.0
B_{45.95119} Zn_{5.012924} Sr_{4.94273} Tc_{12.02101} Pr_{38.96886} Nd_{5.116958} Rn_{55.98631} ,B_{46.0} Zn_{5.0} Sr_{5.0} Tc_{12.0} Pr_{39.0} Nd_{5.0} Rn_{56.0} ,33.59188,33.767082,-0.29494727,-0.29495856,168.0
B_{28.97241} N_{29.00384} Ca_{29.97200} Ti_{3.030567} Ru_{30.00643} La_{8.978127} Pt_{50.03661} ,B_{29.0} N_{29.0} Ca_{30.0} Ti_{3.0} Ru_{30.0} La_{9.0} Pt_{50.0} ,33.716633,33.75159,-0.37154725,-0.37062582,180.0
H_{36.9748} Be_{15.95011} Mg_{12.96756} Sr_{8.971321} Xe_{9.015388} Ho_{9.06887} Pt_{38.05162} Au_{60.00031} ,H_{37.0} Be_{16.0} Mg_{13.0} Sr_{9.0} Xe_{9.0} Ho_{9.0} Pt_{38.0} Au_{60.0} ,33.682922,33.745308,0.34899145,0.34720737,191.0
B_{58.03090} Kr_{27.78963} Rb_{9.97889} La_{38.14607} Pt_{15.05449} ,B_{58.0} Kr_{28.0} Rb_{10.0} La_{38.0} Pt_{15.0} ,33.72242,33.72864,-0.6515145,-0.6504974,149.0
B_{16.95131} C_{21.99726} N_{22.90933} K_{30.03039} Cr_{12.11821} La_{25.06732} Pt_{40.94277} Po_{22.98338} ,B_{17.0} C_{22.0} N_{23.0} K_{30.0} Cr_{12.0} La_{25.0} Pt_{41.0} Po_{23.0} ,33.70632,33.72485,-1.1431898,-1.1391084,193.0
B_{17.88461} C_{34.17162} O_{18.94646} V_{18.97813} La_{30.98535} Pt_{32.03380} ,B_{18.0} C_{34.0} O_{19.0} V_{19.0} La_{31.0} Pt_{32.0} ,33.645054,33.722424,-1.1035345,-1.1032943,153.0
B_{56.96391} C_{31.93180} Cr_{10.08730} Rb_{14.93564} Rh_{13.04837} Xe_{14.99888} La_{36.95953} Pt_{16.07453} ,B_{57.0} C_{32.0} Cr_{10.0} Rb_{15.0} Rh_{13.0} Xe_{15.0} La_{37.0} Pt_{16.0} ,33.560566,33.696293,-0.9448207,-0.94183064,195.0
H_{30.18405} B_{28.92789} C_{19.04903} Fe_{49.69311} Ru_{6.10235} La_{35.00097} Yb_{10.04258} ,H_{30.0} B_{29.0} C_{19.0} Fe_{50.0} Ru_{6.0} La_{35.0} Yb_{10.0} ,33.71409,33.69501,-0.50830793,-0.508666,179.0
B_{12.99649} C_{20.96738} N_{42.02013} Ca_{27.97257} Ho_{13.03409} Tm_{15.01148} Pt_{53.00710} Tl_{5.990747} ,B_{13.0} C_{21.0} N_{42.0} Ca_{28.0} Ho_{13.0} Tm_{15.0} Pt_{53.0} Tl_{6.0} ,33.67732,33.688137,-1.3829796,-1.3840854,191.0
B_{19.90754} O_{19.02037} Mg_{16.97046} V_{21.02925} Sn_{24.99865} La_{40.92152} Tb_{6.992282} Pt_{22.15989} ,B_{20.0} O_{19.0} Mg_{17.0} V_{21.0} Sn_{25.0} La_{41.0} Tb_{7.0} Pt_{22.0} ,33.5606,33.680428,-1.3347143,-1.3334748,172.0
Be_{21.04840} B_{22.95576} Cl_{41.91399} La_{31.04004} Yb_{19.98709} W_{24.00903} Pt_{33.04568} ,Be_{21.0} B_{23.0} Cl_{42.0} La_{31.0} Yb_{20.0} W_{24.0} Pt_{33.0} ,33.637775,33.66922,0.23981686,0.2402011,194.0
H_{42.02965} B_{31.83210} Tc_{36.05151} Ba_{25.98612} Nd_{18.07647} Tb_{19.12982} Pt_{7.915972} Tl_{12.97834} ,H_{42.0} B_{32.0} Tc_{36.0} Ba_{26.0} Nd_{18.0} Tb_{19.0} Pt_{8.0} Tl_{13.0} ,33.47929,33.65691,-1.115261,-1.1151656,194.0
B_{25.01424} C_{14.99108} Mg_{11.98053} Sc_{19.95112} Sr_{9.971094} La_{21.05792} Tm_{16.01487} Pt_{35.01913} ,B_{25.0} C_{15.0} Mg_{12.0} Sc_{20.0} Sr_{10.0} La_{21.0} Tm_{16.0} Pt_{35.0} ,33.616207,33.633255,-0.5007077,-0.5027376,154.0
C_{27.00583} N_{30.01317} Mg_{12.98988} Kr_{18.02773} Rb_{24.01408} La_{22.93156} Yb_{13.99550} Pt_{40.02221} ,C_{27.0} N_{30.0} Mg_{13.0} Kr_{18.0} Rb_{24.0} La_{23.0} Yb_{14.0} Pt_{40.0} ,33.624874,33.63319,-1.504706,-1.5047029,189.0
B_{6.996032} N_{17.99891} Mg_{35.97036} Y_{11.98735} Xe_{6.020126} La_{14.03921} Pt_{29.99659} Tl_{12.9914} ,B_{7.0} N_{18.0} Mg_{36.0} Y_{12.0} Xe_{6.0} La_{14.0} Pt_{30.0} Tl_{13.0} ,33.60263,33.62759,-1.0995653,-1.1010352,136.0
C_{31.05265} Si_{23.98359} Ca_{12.99142} Mo_{23.94068} Sn_{20.00093} La_{40.97604} Pt_{18.02766} Tl_{24.02699} ,C_{31.0} Si_{24.0} Ca_{13.0} Mo_{24.0} Sn_{20.0} La_{41.0} Pt_{18.0} Tl_{24.0} ,33.609154,33.62633,-1.6256357,-1.6258286,195.0
C_{15.03476} N_{43.079} Rb_{19.09681} La_{41.96419} Sm_{4.882712} Lu_{9.905718} Pt_{38.08042} Tl_{21.95638} ,C_{15.0} N_{43.0} Rb_{19.0} La_{42.0} Sm_{5.0} Lu_{10.0} Pt_{38.0} Tl_{22.0} ,33.4016,33.603153,-1.862292,-1.867151,194.0
B_{46.16514} C_{26.88569} Kr_{22.93804} Rb_{11.89521} Sb_{22.92146} La_{39.04041} Ho_{4.154019} ,B_{46.0} C_{27.0} Kr_{23.0} Rb_{12.0} Sb_{23.0} La_{39.0} Ho_{4.0} ,33.705074,33.56535,-1.2201887,-1.218797,174.0
C_{39.04491} V_{19.02629} Ge_{32.96586} La_{41.99424} Pt_{39.94082} Bi_{14.02786} ,C_{39.0} V_{19.0} Ge_{33.0} La_{42.0} Pt_{40.0} Bi_{14.0} ,33.514637,33.561287,-1.2764658,-1.2757605,187.0
N_{15.98688} O_{37.94694} Si_{26.99483} P_{15.02708} Ba_{26.98763} Dy_{35.00250} Er_{12.05410} ,N_{16.0} O_{38.0} Si_{27.0} P_{15.0} Ba_{27.0} Dy_{35.0} Er_{12.0} ,33.466633,33.52216,-2.9395635,-2.937993,170.0
Li_{13.02028} B_{25.98687} Mg_{20.00862} La_{25.95428} Ho_{15.99665} Lu_{5.045038} Re_{37.96441} Pt_{29.02383} ,Li_{13.0} B_{26.0} Mg_{20.0} La_{26.0} Ho_{16.0} Lu_{5.0} Re_{38.0} Pt_{29.0} ,33.45846,33.50427,-0.33349952,-0.3318037,173.0
C_{26.02990} O_{22.02077} Zn_{36.84422} Rb_{16.97993} La_{19.83273} Ce_{13.12405} Tm_{16.10919} Pt_{12.05918} ,C_{26.0} O_{22.0} Zn_{37.0} Rb_{17.0} La_{20.0} Ce_{13.0} Tm_{16.0} Pt_{12.0} ,33.51208,33.492943,-1.8789684,-1.8792801,163.0
B_{41.03969} C_{10.99828} Co_{25.06545} Ce_{35.97107} Er_{16.97165} Re_{15.03256} Pt_{9.923322} Tl_{2.997944} ,B_{41.0} C_{11.0} Co_{25.0} Ce_{36.0} Er_{17.0} Re_{15.0} Pt_{10.0} Tl_{3.0} ,33.376373,33.49279,-1.1897779,-1.188765,158.0
B_{65.929} C_{31.00629} Rb_{15.01266} Rh_{19.99523} La_{38.05682} ,B_{66.0} C_{31.0} Rb_{15.0} Rh_{20.0} La_{38.0} ,33.40821,33.452126,-0.8525854,-0.85404336,170.0
B_{17.00429} C_{31.02238} O_{21.00700} Rb_{14.98993} La_{36.97761} Sm_{9.058534} Dy_{2.951359} Pt_{28.98889} ,B_{17.0} C_{31.0} O_{21.0} Rb_{15.0} La_{37.0} Sm_{9.0} Dy_{3.0} Pt_{29.0} ,33.38719,33.444817,-1.7371978,-1.7368959,162.0
B_{20.98762} C_{12.04307} Mg_{12.03009} K_{3.967606} Ca_{19.03602} Xe_{43.95772} La_{12.06785} Pt_{25.91000} ,B_{21.0} C_{12.0} Mg_{12.0} K_{4.0} Ca_{19.0} Xe_{44.0} La_{12.0} Pt_{26.0} ,33.426937,33.441265,-0.8240133,-0.82499874,150.0
